1425226989	1562	86963
1425227160	1597	53267
1425227375	1939	1939
1425227436	1463	6751
1425227596	1946	4905
1425227840	2457	9039
1425227980	1608	10285
1425228063	3289	4555
1425228307	2543	8190
1425228456	1913	7166
1425228565	1515	1515
1425228963	9193	1533
1425229073	2537	13811
1425229286	1194	16218
1425229332	1646	44912
1425229593	2315	2315
1425229704	1359	5756
1425229800	1725	4363
1425229850	1710	1710
1425229994	2023	12161
1425230098	2495	16370
1425230166	1045	4841
1425230233	1411	1411
1425230351	2192	27769
1425230525	982	4090
1425230755	2146	40518
1425230821	1250	17212
1425230864	2031	35674
1425231400	844	3520
1425231434	737	737
1425231501	1758	8318
1425231651	3214	3214
1425231766	1890	8099
1425232020	1926	25277
1425232150	2203	8915
1425232285	1647	1647
1425232674	1695	7362
1425232721	1050	7170
1425232785	1566	1566
1425232918	1580	1580
1425233020	751	751
1425233067	11386	2143
1425233090	956	956
1425233208	1197	1197
1425233419	2691	2691
1425233506	2284	57493
1425233737	1305	1305
1425233933	1669	8113
1425234104	1291	1291
1425234203	1847	6064
1425234585	2170	14674
1425234642	1283	6333
1425234694	1490	4411
1425234833	1733	74682
1425235082	2168	14372
1425235296	2111	3588
1425235338	2427	2427
1425235482	1192	1192
1425235622	1724	12098
1425236376	2335	2335
1425236441	976	1522
1425236490	1537	2574
1425236636	1974	1974
1425237457	1085	19672
1425237689	994	3615
1425238076	2760	12664
1425238140	1160	4109
1425238150	1553	2255
1425238353	1295	1295
1425238483	1436	4954
1425238936	2453	4421
1425239058	2750	6413
1425239187	2552	19576
1425239378	1257	13224
1425239682	1193	5687
1425239715	1863	1983
1425239735	2038	5386
1425239922	1625	1625
1425239937	985	3049
1425239990	2078	6533
1425240111	1967	1967
1425240470	1162	1162
1425240624	1784	5444
1425240738	2065	3098
1425240889	2025	2025
1425241138	1752	10612
1425241180	7694	11933
1425241194	1048	1048
1425241225	2258	10871
1425241268	1340	1474
1425241433	1701	11744
1425241500	1682	38516
1425241546	1808	3989
1425241630	1582	14251
1425241696	3420	16011
1425241818	2875	2875
1425241868	2413	2413
1425241971	2829	7922
1425242068	1833	54354
1425242182	1298	18953
1425242314	1754	15099
1425242429	29098	5974
1425242514	1528	1528
1425242527	1003	1003
1425242610	4282	4872
1425242659	1277	1277
1425242834	995	26724
1425242932	2677	2677
1425243057	52640	31019
1425243281	2270	57010
1425243350	1087	5189
1425243654	2313	15898
1425243801	1615	1615
1425243939	2195	6125
1425244360	968	968
1425244385	2041	13205
1425244593	2172	2172
1425244637	1016	7652
1425244695	2467	13594
1425244881	1015	17468
1425244934	1273	1273
1425244971	1212	7901
1425245127	18619	2258
1425245190	1752	37175
1425245211	968	968
1425245517	2219	2219
1425245663	2630	4646
1425245778	2881	4772
1425245855	1525	11206
1425246232	1147	27272
1425246437	3009	25424
1425246571	1691	1859
1425246707	1841	1841
1425247023	1138	1138
1425247101	3795	3795
1425247246	2291	13781
1425247375	2209	2209
1425247544	1744	2985
1425247685	3701	19705
1425247801	1047	1047
1425247975	1457	4622
1425247996	1133	1133
1425248041	9151	9151
1425248339	1978	1978
1425248524	1447	8462
1425248529	2698	2698
1425248597	1124	4156
