1425250667	946	1088
1425250777	948	1082
1425250886	897	1030
1425250995	784	913
1425251105	1069	1069
1425251213	900	1039
1425251324	967	967
1425251438	820	938
1425251506	768	768
1425251613	1051	1051
1425251657	914	914
1425251671	1130	1130
1425251711	1009	1009
1425251874	980	980
1425251983	841	975
1425252093	853	991
1425252205	798	937
1425252315	962	962
1425252425	1146	8368
1425252534	1337	8189
1425252753	1026	1026
1425252792	1037	1037
1425252904	937	937
1425253190	836	960
1425253300	699	847
1425253411	898	1035
1425253519	950	1074
1425253631	775	9258
1425253706	1132	1132
1425253770	1148	1148
1425253812	1102	1102
1425253898	1030	9324
1425253904	871	871
1425253911	905	905
1425254013	1042	1042
1425254289	1033	1158
1425254398	1047	1175
1425254508	850	983
1425254619	956	1076
1425254728	978	1108
1425254782	975	1062
1425254917	815	848
1425255060	898	1023
1425255172	1065	1188
1425255282	1019	1139
1425255377	845	63240
1425255423	889	1661
1425255609	932	1064
1425255717	1007	1144
1425255785	891	4249
1425255924	903	16246
1425256048	1218	29770
1425256104	960	27894
1425256109	1080	5560
1425256189	1338	6162
1425256373	809	924
1425256597	879	1006
1425256628	1013	5368
1425256739	1527	4223
1425256818	533	573
1425256929	847	45334
1425257038	955	1093
1425257367	928	8112
1425257479	864	1002
1425257588	910	1034
1425257698	892	1027
1425257808	912	1036
1425257917	955	1100
1425258030	1392	8770
1425258140	1002	7707
1425258248	817	1006
1425258357	875	1004
1425258469	820	16112
1425258693	879	1022
1425258917	1468	2303
1425259135	922	1053
1425259246	782	914
1425259357	945	1085
1425259465	980	1106
1425259507	938	4144
1425259618	939	1054
1425259797	1026	1143
1425259908	995	1112
1425260020	877	1050
1425260130	933	1205
1425260239	754	876
1425260346	1305	1427
1425260457	1440	1672
1425260567	1110	1242
1425260830	860	980
1425260989	1171	1280
1425261046	1134	1257
1425261156	1055	3740
1425261333	881	999
1425261443	931	1055
1425261552	977	1112
1425261662	827	955
1425261772	958	1085
1425261884	1126	1244
1425261992	1196	1332
1425262101	801	916
1425262210	911	1043
1425262320	1028	1141
1425262430	822	939
1425262541	980	1106
1425262650	976	1097
1425262759	930	1066
1425262846	1011	1154
1425262848	825	1156
1425262915	796	910
1425262982	895	1016
1425263092	942	1076
1425263202	812	940
1425263317	1003	1138
1425263426	963	1101
1425263537	1014	1135
1425263646	876	997
1425263755	765	899
1425263977	1202	1330
1425264088	1125	1260
1425264196	866	1010
1425264415	907	1033
1425264526	961	1535
1425264636	919	1049
1425264749	1189	1752
1425264860	912	1049
1425265072	1006	1898
1425265091	541	564
1425265188	1043	1168
1425265299	1099	1242
1425265520	779	916
1425265629	860	2364
1425265737	836	977
1425265846	958	4083
1425265911	988	1127
1425265913	796	1097
1425265988	744	8366
1425266178	1069	1221
1425266287	912	1034
1425266397	831	956
1425266507	981	1094
1425266618	923	1072
1425266728	833	960
1425266839	875	1024
1425266950	1110	1754
1425267060	909	1035
1425267170	1000	1144
1425267279	766	887
1425267390	746	906
1425267501	877	1010
1425267612	859	977
1425267721	890	1012
1425267830	848	968
1425267938	932	1057
1425268049	911	1030
1425268157	934	1067
1425268265	1055	1191
1425268375	893	1016
1425268597	931	4512
1425268707	868	988
1425268815	900	1031
1425268923	928	1053
1425269004	1056	7140
1425269028	946	17405
1425269032	896	1027
1425269058	920	941
1425269106	657	685
1425269182	832	974
1425269200	724	16996
1425269286	943	7479
1425269293	711	731
1425269352	755	4883
1425269387	871	3978
1425269410	759	786
1425269582	797	936
1425269693	835	962
1425269803	869	1004
1425269913	925	1051
1425270025	898	1032
1425270135	878	1017
1425270247	799	935
1425270357	852	993
1425270467	978	1112
1425270577	921	1047
1425270667	864	988
1425270729	958	1052
1425270754	746	5391
1425270780	725	750
1425270787	790	6152
1425270906	850	982
