1425250670	897	1030
1425250779	738	889
1425250888	732	883
1425250997	721	890
1425251107	703	703
1425251215	762	916
1425251326	766	766
1425251440	603	752
1425251550	787	37278
1425251768	753	753
1425251876	740	740
1425251986	696	848
1425252096	793	1080
1425252207	628	779
1425252317	699	699
1425252345	886	886
1425252374	732	1977
1425252389	844	844
1425252483	781	781
1425252524	795	795
1425252563	1010	7662
1425252579	907	907
1425252595	780	14066
1425252612	761	761
1425252671	1105	1105
1425252695	760	760
1425252754	776	776
1425252973	707	852
1425253018	713	15281
1425253048	807	10135
1425253118	664	3662
1425253178	766	4743
1425253302	570	590
1425253413	600	744
1425253522	764	904
1425253633	757	907
1425253742	832	19858
1425253850	823	10567
1425254051	829	829
1425254160	827	827
1425254216	967	967
1425254227	822	822
1425254400	778	925
1425254510	691	847
1425254621	595	743
1425254729	623	772
1425254841	721	841
1425255062	697	849
1425255174	655	810
1425255284	680	860
1425255437	771	12539
1425255491	801	903
1425255570	852	12023
1425255647	833	1798
1425255768	710	741
1425255772	738	2953
1425255940	555	6340
1425256069	517	536
1425256265	686	40842
1425256375	589	710
1425256441	618	32176
1425256523	598	732
1425256711	738	893
1425256773	705	796
1425256815	568	679
1425256855	1004	1185
1425256942	690	797
1425256962	764	5117
1425257011	585	7661
1425257016	692	833
1425257096	665	9083
1425257140	609	1049
1425257153	662	5400
1425257173	794	907
1425257189	1015	11272
1425257222	658	688
1425257290	666	3662
1425257298	649	6821
1425257304	798	1319
1425257324	905	936
1425257350	689	25359
1425257399	672	780
1425257469	769	905
1425257512	798	3956
1425257561	507	534
1425257572	687	724
1425257591	677	697
1425257623	560	5946
1425257643	610	636
1425257651	689	2401
1425257690	671	705
1425257725	746	987
1425257731	525	5176
1425257734	579	1811
1425257841	621	3133
1425257883	909	31531
1425257911	611	1486
1425257930	604	1148
1425257964	698	10841
1425258097	826	957
1425258107	708	4767
1425258125	698	817
1425258174	674	2299
1425258223	664	693
1425258298	733	872
1425258302	697	819
1425258471	682	835
1425258584	1689	40277
1425258793	692	12161
1425258841	918	1111
1425258855	686	10613
1425258879	623	659
1425258905	688	823
1425258915	814	3724
1425258937	623	755
1425258957	1137	7326
1425258959	704	980
1425259137	691	1449
1425259248	689	851
1425259359	699	892
1425259467	606	766
1425259577	736	9418
1425259687	592	751
1425259799	594	724
1425259910	694	858
1425260022	858	995
1425260132	728	939
1425260241	593	758
1425260303	931	32759
1425260328	684	714
1425260338	614	646
1425260374	582	610
1425260405	626	660
1425260438	678	700
1425260479	835	1509
1425260492	715	7225
1425260530	765	808
1425260599	744	9551
1425260640	667	6753
1425260716	684	831
1425260725	703	8606
1425260735	727	8069
1425260760	750	863
1425260795	674	13354
1425261009	861	1062
1425261117	782	3144
1425261226	709	843
1425261335	674	1406
1425261445	690	836
1425261554	760	1080
1425261664	584	748
1425261774	706	873
1425261885	756	901
1425261993	792	919
1425262103	663	826
1425262213	733	897
1425262322	686	845
1425262432	621	759
1425262542	644	783
1425262652	670	821
1425262761	724	885
1425262984	696	848
1425263094	650	808
1425263204	728	859
1425263319	627	759
1425263428	568	725
1425263539	703	851
1425263650	1011	1146
1425263757	756	902
1425263810	710	21014
1425263830	601	8451
1425263842	1150	1346
1425263892	813	941
1425263894	578	1117
1425263899	584	4237
1425263949	579	695
1425264090	692	838
1425264198	795	953
1425264446	750	859
1425264467	723	955
1425264527	650	672
1425264537	724	7511
1425264571	800	938
1425264671	771	946
1425264681	652	7803
1425264711	640	8172
1425264763	610	630
1425264775	558	675
1425264862	724	1165
1425264970	771	3296
1425265080	614	7326
1425265190	672	825
1425265300	686	820
1425265412	597	745
1425265522	599	718
1425265740	977	1201
1425265848	647	802
1425265957	669	816
1425266069	738	30544
1425266179	666	806
1425266289	643	797
1425266399	625	761
1425266509	695	835
1425266621	754	900
1425266730	712	865
1425266841	710	861
1425266877	580	606
1425266947	685	1440
1425266986	648	8884
1425267172	745	894
1425267281	692	818
1425267392	581	740
1425267505	772	891
1425267614	603	756
1425267723	696	850
1425267832	763	904
1425267940	572	715
1425268051	713	863
1425268159	709	851
1425268267	586	733
1425268378	696	855
1425268565	672	831
1425268599	563	698
1425268817	741	887
1425268925	653	810
1425269034	675	846
1425269145	590	8224
1425269254	598	17725
1425269364	746	5712
1425269474	852	976
1425269584	729	865
1425269695	585	760
1425269805	572	711
1425269917	763	1040
1425270027	683	833
1425270138	685	828
1425270249	556	708
1425270358	593	711
1425270469	677	826
1425270579	694	823
1425270798	558	726
1425270829	648	1009
1425270908	625	654
1425271017	902	1058
1425271125	678	852
1425271235	714	5159
1425271343	759	899
1425271453	589	745
1425271672	767	931
1425271781	657	817
1425271891	581	12033
1425272005	597	23432
1425272117	691	837
1425272228	669	839
1425272340	690	812
1425272387	697	18233
1425272420	858	973
1425272447	719	894
1425272478	624	4430
1425272595	716	876
1425272657	704	736
1425272783	652	677
1425272891	689	834
1425273003	696	845
1425273112	570	748
1425273220	725	870
1425273328	641	2947
1425273436	711	850
1425273547	653	783
1425273658	679	805
1425273767	637	781
1425273878	658	955
1425273986	657	791
1425274098	705	840
1425274208	559	676
1425274319	625	778
1425274430	635	793
1425274540	666	792
1425274649	594	749
1425274763	595	739
1425274878	821	47019
1425274988	860	1017
1425275097	722	871
1425275208	804	961
1425275318	607	767
1425275427	679	827
1425275538	695	896
1425275648	603	742
1425275758	604	767
1425275869	783	924
1425275948	729	845
1425276008	529	2147
1425276200	597	724
1425276310	627	759
1425276421	566	708
1425276531	708	849
1425276640	598	748
1425276748	566	17646
1425276815	724	833
1425276844	606	732
1425276896	583	702
1425276914	656	693
1425276968	685	707
1425277018	866	7694
1425277021	597	1581
1425277184	637	757
1425277294	743	918
1425277404	611	792
1425277515	752	912
1425277625	663	827
1425277734	750	897
