23399.92858,14269,,2557.382211,1548.96,,2.856249519,6.39987
23918.83066,14218.2,,2507.901095,1554.11,,2.92109806,7.33746
23383.27868,13988.2,,2550.795085,1536.94,,2.732883177,6.2598
23281.16585,14040,,2497.823792,1538.16,,2.961418683,7.65744
23866.04182,14223,,2503.086868,1595.15,,2.885520459,7.57565
23457.37067,14507.1,,2524.703145,1576.62,,2.939703418,6.74378
23462.55305,14249.1,,2541.572172,1543.03,,2.801213882,6.81995
23692.18704,14159.1,,2535.735976,1590.25,,2.729822615,6.83716
23585.75007,13919.5,,2522.551566,1591.88,,2.783845302,7.83894
23283.69587,14024.7,,2506.579554,1605.46,,2.85013708,7.17097
23846.40267,14008.9,,2556.659339,1565.91,,2.596111235,6.81003
23443.50409,14072.3,,2460.62661,1576.3,,2.716099234,7.0096
23213.97499,14237.4,,2555.527889,1548.57,,2.868860865,7.55751
23095.78554,14022,,2535.389821,1562.09,,2.783620684,6.71516
23584.82471,14520.7,,2483.496268,1544.21,,2.78444573,6.9799
23472.19945,14381,,2536.862615,1561.42,,2.914162945,6.78006
23648.64937,14101,,2572.772923,1583.27,,2.852873545,7.99576
23257.59473,14064.5,,2473.218562,1535.43,,2.590822262,6.7871
23369.84375,14100.5,,2524.728283,15507.64,,2.667069452,6.69425
23751.52351,14001.4,,2528.947382,1598.08,,2.71217573,6.92775
23257.2642,14166,,2561.567245,1576.71,,2.754811216,7.70929
23592.71463,14437.5,,2534.837219,1547.48,,2.613859178,7.90382
23298.54739,13992.9,,2535.224134,1568.72,,2.66241604,6.95396
23821.52474,13980.5,,2513.242683,1561.67,,2.688463383,6.78858
23656.75294,14062.9,,2553.632861,1539.78,,2.701349876,7.92843
23483.79521,14216.2,,2546.481945,1567.11,,2.650755666,7.94437
23835.85764,14020.6,,2511.616577,1573.48,,2.959879125,7.19154
23287.53477,14033.9,,2488.910226,1559.63,,2.785988051,7.99584
23475.89247,14261.5,,2541.457246,1564.61,,2.910325893,6.83408
23743.89218,14357.9,,2544.789349,1575.85,,2.7996159,6.66462
